File_Record_0052.rec ( 4370 Samples/channels ) Sample Rate :1s
Date :5/20/2026 10:16:45 AM
Time;Voie A1[°C];Voie A2[°C];Voie A3[°C];
2215000.000000;39.68811;52.97852;56.54907;
2216000.000000;39.93225;52.82593;56.53381;
2217000.000000;39.76440;52.67334;56.50330;
2218000.000000;39.62708;52.71912;56.35071;
2219000.000000;39.23035;52.78015;56.64063;
2220000.000000;39.56604;52.55127;56.59485;
2221000.000000;39.58130;52.78015;56.91528;
2222000.000000;39.48975;53.05481;56.70166;
2223000.000000;39.56604;52.94800;56.74744;
2224000.000000;39.85596;52.93274;57.09839;
2225000.000000;39.79492;53.10059;56.96106;
2226000.000000;40.20691;53.35999;56.62537;
2227000.000000;40.17639;53.51257;56.70166;
2228000.000000;40.16113;53.52783;56.30493;
2229000.000000;39.68811;53.58887;56.42700;
2230000.000000;39.67285;52.99377;56.42700;
2231000.000000;39.73389;53.16162;56.33545;
2232000.000000;39.55078;53.00903;56.45752;
2233000.000000;39.73389;53.29895;55.95398;
2234000.000000;39.88647;53.49731;56.09131;
2235000.000000;40.28320;53.60413;56.12183;
2236000.000000;40.25269;53.46680;56.21338;
2237000.000000;40.02380;53.86353;56.24390;
2238000.000000;40.11536;53.66516;56.48804;
2239000.000000;39.81018;53.49731;56.79321;
2240000.000000;40.93933;53.28369;56.57959;
2241000.000000;39.73389;53.28369;56.51855;
2242000.000000;39.71863;52.82593;56.42700;
2243000.000000;39.48975;53.14636;55.96924;
2244000.000000;39.61182;52.76489;55.80139;
2245000.000000;39.41345;52.30713;55.69458;
2246000.000000;38.84888;52.38342;55.75562;
2247000.000000;38.95569;52.32239;55.60303;
2248000.000000;39.12354;52.58179;55.35889;
2249000.000000;39.32190;52.35291;55.28259;
2250000.000000;39.04724;51.97144;55.32837;
2251000.000000;38.84888;52.27661;55.05371;
2252000.000000;38.69629;52.27661;55.19104;
2253000.000000;38.39111;52.42920;55.58777;
2254000.000000;38.58948;52.53601;55.45044;
2255000.000000;38.81836;52.26135;55.99976;
2256000.000000;38.89465;52.59705;55.81665;
2257000.000000;38.72681;52.85645;55.51147;
2258000.000000;38.34534;53.16162;55.35889;
2259000.000000;38.33008;53.16162;55.98450;
2260000.000000;37.85706;53.55835;55.89294;
2261000.000000;37.87231;53.37524;55.55725;
2262000.000000;37.75024;53.19214;55.70984;
2263000.000000;37.52136;53.46680;55.89294;
2264000.000000;37.88757;53.54309;55.72510;
2265000.000000;37.42981;53.63464;55.84717;
2266000.000000;37.62817;53.75671;55.52673;
2267000.000000;37.73499;53.54309;55.70984;
2268000.000000;37.84180;53.83301;55.84717;
2269000.000000;37.87231;53.78723;55.29785;
2270000.000000;38.07068;54.22974;55.45044;
2271000.000000;38.10120;54.24500;55.43518;
2272000.000000;38.29956;54.16870;55.78613;
2273000.000000;38.13171;54.39758;56.19812;
2274000.000000;38.26904;54.64172;56.10657;
2275000.000000;37.90283;54.27551;56.16760;
2276000.000000;37.97913;54.29077;55.98450;
2277000.000000;37.88757;54.59595;55.74036;
2278000.000000;37.71973;54.62646;55.95398;
2279000.000000;37.44507;54.64172;56.01501;
2280000.000000;37.61292;54.56543;55.96924;
2281000.000000;37.88757;54.61121;55.90820;
2282000.000000;37.90283;54.13818;55.95398;
2283000.000000;38.49792;53.71094;55.66406;
2284000.000000;38.14697;53.31421;56.15234;
2285000.000000;37.91809;53.23792;55.80139;
2286000.000000;37.44507;53.07007;55.87769;
2287000.000000;37.29248;53.22266;55.92346;
2288000.000000;37.29248;53.10059;56.04553;
2289000.000000;37.62817;52.71912;55.96924;
2290000.000000;37.30774;53.48206;55.99976;
2291000.000000;37.03308;53.34473;55.67932;
2292000.000000;36.46851;53.40576;55.75562;
2293000.000000;36.48376;53.34473;55.74036;
2294000.000000;36.37695;53.81775;55.78613;
2295000.000000;36.95679;53.93982;55.86243;
2296000.000000;37.36877;54.13818;55.37415;
2297000.000000;37.53662;54.00085;55.66406;
2298000.000000;37.82654;53.95508;55.52673;
2299000.000000;38.11646;53.77197;55.87769;
2300000.000000;38.37585;53.71094;56.25916;
2301000.000000;38.43689;53.57361;56.54907;
2302000.000000;38.43689;53.55835;56.50330;
2303000.000000;38.63525;53.84827;56.27441;
2304000.000000;37.90283;54.12292;56.35071;
2305000.000000;38.05542;53.86353;56.13708;
2306000.000000;38.19275;53.92456;56.18286;
2307000.000000;37.96387;54.26025;55.89294;
2308000.000000;37.81128;54.47388;55.51147;
2309000.000000;38.48267;54.61121;55.86243;
2310000.000000;38.31482;54.61121;56.13708;
2311000.000000;38.86414;54.50439;56.21338;
2312000.000000;38.68103;54.84009;56.50330;
2313000.000000;39.12354;54.97742;56.67114;
2314000.000000;38.98621;54.58069;56.88477;
2315000.000000;39.44397;54.70276;56.82373;
2316000.000000;39.47449;54.70276;56.93054;
2317000.000000;39.59656;54.42810;57.06787;
2318000.000000;39.68811;54.51965;56.85425;
2319000.000000;39.35242;54.42810;57.14417;
2320000.000000;39.58130;54.82483;57.26624;
2321000.000000;39.59656;54.71802;57.14417;
2322000.000000;39.35242;55.08423;56.97632;
2323000.000000;39.53552;55.34363;56.76270;
2324000.000000;39.42871;55.54199;56.74744;
2325000.000000;39.18457;55.13000;56.77795;
2326000.000000;39.41345;55.13000;56.65588;
2327000.000000;38.89465;54.88586;56.68640;
2328000.000000;39.16931;54.65698;56.54907;
2329000.000000;39.18457;54.62646;56.51855;
2330000.000000;39.26086;54.47388;56.67114;
2331000.000000;39.58130;54.50439;56.76270;
2332000.000000;39.71863;54.44336;56.35071;
2333000.000000;39.76440;54.10767;56.59485;
2334000.000000;39.67285;54.61121;56.80847;
2335000.000000;39.93225;54.59595;56.73218;
2336000.000000;39.74915;54.94690;56.68640;
2337000.000000;39.70337;55.00793;56.27441;
2338000.000000;39.47449;54.99268;56.41174;
2339000.000000;39.47449;54.73328;56.45752;
2340000.000000;39.24561;55.06897;56.07605;
2341000.000000;39.74915;54.91638;55.84717;
2342000.000000;39.74915;54.88586;55.64880;
2343000.000000;39.62708;55.00793;55.80139;
2344000.000000;39.68811;54.85535;55.40466;
2345000.000000;39.52026;55.34363;55.57251;
2346000.000000;39.81018;54.87061;56.10657;
2347000.000000;40.28320;55.05371;56.22864;
2348000.000000;40.40527;54.97742;56.27441;
2349000.000000;40.64941;54.77905;56.30493;
2350000.000000;40.49683;54.36707;56.67114;
2351000.000000;40.34424;54.55017;56.68640;
2352000.000000;40.37476;54.39758;56.61011;
2353000.000000;40.26794;54.13818;56.91528;
2354000.000000;39.94751;54.36707;56.91528;
2355000.000000;39.99329;54.06189;57.05261;
2356000.000000;40.10010;54.13818;57.05261;
2357000.000000;40.34424;53.90930;56.94580;
2358000.000000;40.35950;54.10767;57.02209;
2359000.000000;40.37476;54.10767;56.99158;
2360000.000000;40.35950;54.06189;57.17468;
2361000.000000;40.19165;53.87878;57.25098;
2362000.000000;40.20691;53.95508;56.94580;
2363000.000000;40.37476;53.84827;56.82373;
2364000.000000;40.39001;53.86353;56.77795;
2365000.000000;40.67993;53.75671;57.17468;
2366000.000000;40.39001;53.93982;57.08313;
2367000.000000;40.48157;54.07715;57.18994;
2368000.000000;40.55786;53.61938;57.23572;
2369000.000000;40.54260;53.81775;57.03735;
2370000.000000;40.34424;53.89404;57.31201;
2371000.000000;40.58838;54.22974;57.11365;
2372000.000000;40.74097;54.26025;57.18994;
2373000.000000;40.37476;54.42810;57.44934;
2374000.000000;40.83252;54.27551;57.70874;
2375000.000000;40.52734;54.26025;57.63245;
2376000.000000;40.61890;54.32129;57.61719;
2377000.000000;40.22217;54.21448;57.17468;
2378000.000000;40.28320;54.48914;57.15942;
2379000.000000;40.42053;54.04663;57.32727;
2380000.000000;40.37476;53.93982;57.35779;
2381000.000000;40.05432;53.90930;56.86951;
2382000.000000;40.23743;54.13818;57.20520;
2383000.000000;40.26794;54.04663;56.90002;
2384000.000000;40.13062;53.71094;57.14417;
2385000.000000;39.94751;53.66516;57.15942;
2386000.000000;40.46631;53.63464;57.25098;
2387000.000000;40.06958;54.03137;57.02209;
2388000.000000;40.35950;54.00085;57.05261;
2389000.000000;40.89355;53.93982;57.03735;
2390000.000000;40.80200;54.19922;57.12891;
2391000.000000;40.71045;54.15344;57.41882;
2392000.000000;40.67993;54.38232;57.34253;
2393000.000000;40.46631;54.19922;57.57141;
2394000.000000;40.55786;54.07715;57.43408;
2395000.000000;40.49683;54.41284;57.46460;
2396000.000000;40.77148;54.39758;57.67822;
2397000.000000;40.74097;54.38232;57.73926;
2398000.000000;40.78674;54.68750;57.69348;
2399000.000000;40.92407;54.32129;57.57141;
2400000.000000;40.55786;54.51965;57.66296;
2401000.000000;40.54260;54.58069;57.57141;
2402000.000000;40.31372;54.19922;57.76978;
2403000.000000;40.46631;54.09241;57.51038;
2404000.000000;40.40527;54.06189;57.89185;
2405000.000000;40.32898;54.12292;57.47986;
2406000.000000;40.39001;54.39758;57.61719;
2407000.000000;40.14587;54.00085;57.73926;
2408000.000000;40.08484;54.21448;57.66296;
2409000.000000;40.08484;54.16870;57.83081;
2410000.000000;39.93225;54.44336;57.73926;
2411000.000000;40.29846;54.19922;57.87659;
2412000.000000;40.35950;54.45862;57.63245;
2413000.000000;40.16113;54.59595;57.40356;
2414000.000000;40.40527;54.35181;57.52563;
2415000.000000;40.75623;54.22974;57.31201;
2416000.000000;40.74097;54.50439;57.18994;
2417000.000000;40.81726;54.53491;56.97632;
2418000.000000;40.81726;54.50439;57.11365;
2419000.000000;40.87830;54.21448;57.23572;
2420000.000000;40.93933;54.53491;57.38831;
2421000.000000;40.72571;54.51965;57.51038;
2422000.000000;41.01563;54.27551;57.46460;
2423000.000000;40.89355;54.16870;57.66296;
2424000.000000;41.09192;54.39758;57.89185;
2425000.000000;41.07666;54.65698;57.69348;
2426000.000000;41.01563;54.68750;57.92236;
2427000.000000;40.95459;54.39758;58.30383;
2428000.000000;41.06140;54.55017;57.86133;
2429000.000000;41.29028;54.62646;57.83081;
2430000.000000;40.67993;54.48914;57.98340;
2431000.000000;40.96985;54.21448;57.81555;
2432000.000000;40.64941;54.38232;57.61719;
2433000.000000;40.46631;54.44336;57.64771;
2434000.000000;40.45105;54.64172;57.86133;
2435000.000000;40.55786;54.33655;57.83081;
2436000.000000;40.14587;54.62646;57.70874;
2437000.000000;40.58838;54.36707;57.99866;
2438000.000000;40.26794;54.42810;57.67822;
2439000.000000;40.42053;54.19922;57.81555;
2440000.000000;40.49683;53.92456;58.04443;
2441000.000000;40.43579;54.12292;57.63245;
2442000.000000;40.74097;54.29077;57.83081;
2443000.000000;40.58838;54.00085;57.93762;
2444000.000000;40.63416;54.12292;57.75452;
2445000.000000;40.57312;54.07715;57.96814;
2446000.000000;40.42053;54.33655;58.01392;
2447000.000000;40.40527;54.13818;57.84607;
2448000.000000;40.51208;54.33655;58.10547;
2449000.000000;40.10010;54.18396;58.10547;
2450000.000000;40.37476;54.22974;58.33435;
2451000.000000;40.45105;54.90112;58.18176;
2452000.000000;40.34424;55.02319;58.53271;
2453000.000000;40.58838;54.70276;58.51746;
2454000.000000;40.31372;54.62646;58.48694;
2455000.000000;40.40527;54.73328;58.48694;
2456000.000000;40.29846;54.38232;58.59375;
2457000.000000;40.40527;54.35181;58.51746;
2458000.000000;40.28320;54.01611;58.33435;
2459000.000000;40.23743;53.97034;58.24280;
2460000.000000;40.00854;53.97034;58.28857;
2461000.000000;39.99329;53.95508;57.95288;
2462000.000000;39.91699;54.21448;58.02917;
2463000.000000;39.61182;54.18396;57.89185;
2464000.000000;39.96277;54.44336;57.78503;
2465000.000000;40.11536;54.45862;57.70874;
2466000.000000;39.84070;54.41284;57.93762;
2467000.000000;40.11536;54.38232;57.72400;
2468000.000000;40.08484;54.79431;58.24280;
2469000.000000;40.00854;54.59595;58.21228;
2470000.000000;40.28320;55.00793;58.25806;
2471000.000000;40.49683;54.90112;58.47168;
2472000.000000;40.66467;54.90112;58.54797;
2473000.000000;40.58838;54.87061;58.33435;
2474000.000000;40.78674;55.13000;58.45642;
2475000.000000;40.87830;55.06897;58.50220;
2476000.000000;41.79382;55.28259;58.38013;
2477000.000000;41.99219;55.77087;58.28857;
2478000.000000;42.08374;55.83191;58.04443;
2479000.000000;42.28210;55.63354;57.86133;
2480000.000000;42.05322;55.75562;57.38831;
2481000.000000;41.70227;55.58777;57.31201;
2482000.000000;41.29028;55.95398;57.58667;
2483000.000000;41.65649;55.70984;57.61719;
2484000.000000;41.76331;55.66406;57.46460;
2485000.000000;41.61072;55.57251;57.28149;
2486000.000000;41.32080;55.51147;57.38831;
2487000.000000;41.13770;55.16052;56.94580;
2488000.000000;40.58838;54.96216;56.88477;
2489000.000000;40.71045;54.79431;57.15942;
2490000.000000;40.57312;54.38232;56.94580;
2491000.000000;40.48157;54.53491;57.15942;
2492000.000000;40.54260;54.79431;57.32727;
2493000.000000;40.67993;54.91638;57.34253;
2494000.000000;40.93933;55.03845;57.63245;
2495000.000000;40.95459;54.93164;57.96814;
2496000.000000;40.90881;55.16052;57.90710;
2497000.000000;41.01563;55.13000;58.24280;
2498000.000000;41.07666;54.97742;58.24280;
2499000.000000;41.25977;55.22156;58.19702;
2500000.000000;41.21399;55.29785;58.18176;
2501000.000000;41.30554;55.52673;58.33435;
2502000.000000;41.48865;55.29785;58.15125;
2503000.000000;41.35132;55.43518;58.18176;
2504000.000000;40.87830;55.08423;57.93762;
2505000.000000;41.03088;54.88586;58.28857;
2506000.000000;40.74097;54.74854;58.42590;
2507000.000000;40.54260;54.62646;58.68530;
2508000.000000;40.42053;54.87061;58.27332;
2509000.000000;40.60364;54.94690;58.12073;
2510000.000000;40.69519;54.55017;58.48694;
2511000.000000;40.75623;54.48914;58.39539;
2512000.000000;40.39001;54.58069;58.04443;
2513000.000000;40.58838;54.65698;58.18176;
2514000.000000;40.69519;54.24500;57.89185;
2515000.000000;40.75623;54.29077;58.01392;
2516000.000000;40.72571;54.39758;58.22754;
2517000.000000;40.89355;54.53491;58.41064;
2518000.000000;40.66467;54.47388;58.19702;
2519000.000000;40.89355;54.33655;58.28857;
2520000.000000;40.78674;54.27551;58.05969;
2521000.000000;41.09192;53.64990;58.12073;
2522000.000000;41.01563;54.00085;57.90710;
2523000.000000;40.89355;53.87878;57.80029;
2524000.000000;41.16821;53.81775;57.66296;
2525000.000000;40.84778;53.87878;57.98340;
2526000.000000;41.06140;53.97034;58.18176;
2527000.000000;40.71045;53.58887;57.89185;
2528000.000000;40.87830;53.58887;58.02917;
2529000.000000;40.60364;53.55835;57.80029;
2530000.000000;40.90881;53.69568;58.07495;
2531000.000000;40.80200;53.58887;58.09021;
2532000.000000;40.90881;53.64990;58.42590;
2533000.000000;40.72571;53.52783;58.28857;
2534000.000000;40.45105;53.23792;57.75452;
2535000.000000;40.29846;53.26843;58.05969;
2536000.000000;40.39001;53.49731;57.61719;
2537000.000000;40.02380;53.71094;57.31201;
2538000.000000;40.37476;53.77197;57.20520;
2539000.000000;40.54260;54.04663;56.77795;
2540000.000000;40.69519;54.00085;56.83899;
2541000.000000;40.81726;53.63464;56.68640;
2542000.000000;40.66467;53.60413;56.70166;
2543000.000000;40.52734;53.61938;56.54907;
2544000.000000;40.75623;53.80249;56.79321;
2545000.000000;40.72571;53.80249;56.94580;
2546000.000000;40.69519;53.61938;57.28149;
2547000.000000;40.49683;53.13110;57.34253;
2548000.000000;40.19165;53.10059;57.23572;
2549000.000000;39.93225;53.10059;56.86951;
2550000.000000;39.74915;52.94800;56.61011;
2551000.000000;39.70337;52.96326;57.03735;
2552000.000000;39.91699;53.32947;56.85425;
2553000.000000;39.91699;52.99377;56.68640;
2554000.000000;39.90173;53.35999;57.15942;
2555000.000000;40.35950;53.54309;56.91528;
2556000.000000;40.25269;53.32947;56.62537;
2557000.000000;40.57312;53.20740;56.96106;
2558000.000000;40.23743;52.93274;56.97632;
2559000.000000;39.84070;52.88696;56.71692;
2560000.000000;39.87122;52.74963;56.79321;
2561000.000000;39.71863;52.70386;57.17468;
2562000.000000;39.53552;52.67334;57.06787;
2563000.000000;39.59656;52.87170;57.23572;
2564000.000000;39.48975;52.74963;57.11365;
2565000.000000;39.76440;52.81067;57.08313;
2566000.000000;39.71863;52.78015;57.05261;
2567000.000000;39.84070;52.88696;57.20520;
2568000.000000;39.84070;52.88696;57.31201;
2569000.000000;39.65759;53.13110;57.31201;
2570000.000000;39.79492;53.20740;57.17468;
2571000.000000;39.64233;52.90222;57.40356;
2572000.000000;39.56604;53.00903;57.41882;
2573000.000000;39.70337;53.00903;57.73926;
2574000.000000;39.52026;53.14636;57.43408;
2575000.000000;39.59656;52.93274;57.52563;
2576000.000000;39.76440;53.25317;58.10547;
2577000.000000;39.59656;53.28369;57.75452;
2578000.000000;40.13062;53.19214;58.01392;
2579000.000000;40.29846;53.25317;58.36487;
2580000.000000;39.96277;53.37524;58.18176;
2581000.000000;40.19165;53.03955;57.89185;
2582000.000000;40.54260;53.35999;57.87659;
2583000.000000;40.42053;53.43628;57.66296;
2584000.000000;40.45105;53.48206;58.01392;
2585000.000000;40.40527;53.28369;57.98340;
2586000.000000;40.64941;53.57361;58.12073;
2587000.000000;40.46631;53.60413;57.90710;
2588000.000000;40.46631;53.75671;58.51746;
2589000.000000;40.87830;54.07715;58.65479;
2590000.000000;40.77148;54.19922;58.79211;
2591000.000000;40.98511;54.35181;58.56323;
2592000.000000;40.95459;54.74854;58.86841;
2593000.000000;40.77148;54.13818;58.42590;
2594000.000000;40.64941;54.56543;58.48694;
2595000.000000;40.48157;54.80957;58.68530;
2596000.000000;40.52734;55.02319;58.85315;
2597000.000000;40.55786;55.03845;58.83789;
2598000.000000;40.48157;55.22156;58.54797;
2599000.000000;40.74097;55.57251;58.92944;
2600000.000000;40.35950;55.48096;58.50220;
2601000.000000;40.10010;55.58777;58.62427;
2602000.000000;39.96277;55.54199;58.48694;
2603000.000000;39.48975;55.45044;58.25806;
2604000.000000;40.17639;55.83191;58.70056;
2605000.000000;39.91699;55.81665;58.27332;
2606000.000000;39.81018;55.84717;57.89185;
2607000.000000;39.94751;56.01501;57.92236;
2608000.000000;39.67285;55.57251;57.57141;
2609000.000000;40.14587;55.49622;57.93762;
2610000.000000;40.31372;55.45044;57.93762;
2611000.000000;40.74097;55.43518;57.73926;
2612000.000000;40.66467;55.28259;57.63245;
2613000.000000;40.95459;55.60303;58.09021;
2614000.000000;41.22925;55.57251;58.33435;
2615000.000000;41.06140;55.16052;58.22754;
2616000.000000;41.13770;55.23682;58.39539;
2617000.000000;40.87830;54.94690;58.01392;
2618000.000000;40.80200;55.26733;58.31909;
2619000.000000;40.55786;55.32837;58.16650;
2620000.000000;40.20691;55.35889;58.01392;
2621000.000000;40.14587;55.60303;57.78503;
2622000.000000;39.85596;55.41992;57.35779;
2623000.000000;39.90173;55.60303;57.32727;
2624000.000000;39.94751;55.31311;57.31201;
2625000.000000;40.31372;55.08423;57.29675;
2626000.000000;40.17639;54.68750;57.02209;
2627000.000000;40.43579;54.42810;57.18994;
2628000.000000;40.11536;54.29077;57.09839;
2629000.000000;39.82544;53.93982;56.86951;
2630000.000000;40.05432;54.10767;57.08313;
2631000.000000;39.35242;53.51257;56.71692;
2632000.000000;39.10828;53.52783;56.90002;
2633000.000000;39.39819;53.54309;56.99158;
2634000.000000;39.30664;53.61938;56.96106;
2635000.000000;39.16931;53.25317;56.76270;
2636000.000000;39.10828;53.37524;56.79321;
2637000.000000;39.06250;53.55835;56.82373;
2638000.000000;39.50500;54.19922;57.12891;
2639000.000000;39.07776;54.12292;56.51855;
2640000.000000;39.15405;54.51965;56.18286;
2641000.000000;39.03198;54.53491;56.06079;
2642000.000000;39.19983;54.76379;56.19812;
2643000.000000;39.13879;54.73328;55.90820;
2644000.000000;39.39819;55.17578;55.99976;
2645000.000000;39.44397;55.26733;55.69458;
2646000.000000;39.41345;55.11475;55.74036;
2647000.000000;39.06250;55.20630;55.67932;
2648000.000000;38.46741;55.17578;55.89294;
2649000.000000;37.99438;54.97742;55.93872;
2650000.000000;37.99438;54.84009;55.67932;
2651000.000000;38.54370;54.96216;55.75562;
2652000.000000;39.07776;55.17578;55.95398;
2653000.000000;39.33716;55.06897;56.04553;
2654000.000000;39.70337;54.87061;56.33545;
2655000.000000;39.84070;55.23682;56.50330;
2656000.000000;39.81018;55.26733;56.61011;
2657000.000000;40.08484;55.58777;57.08313;
2658000.000000;40.13062;55.29785;57.17468;
2659000.000000;40.45105;55.28259;57.46460;
2660000.000000;40.77148;55.49622;57.32727;
2661000.000000;40.84778;55.52673;57.35779;
2662000.000000;40.75623;55.34363;57.32727;
2663000.000000;40.57312;54.96216;57.03735;
2664000.000000;40.61890;54.73328;56.76270;
2665000.000000;40.64941;54.77905;56.57959;
2666000.000000;41.01563;55.02319;56.97632;
2667000.000000;40.90881;54.85535;57.11365;
2668000.000000;41.07666;55.20630;57.54089;
2669000.000000;40.84778;55.14526;57.46460;
2670000.000000;40.49683;54.93164;57.43408;
2671000.000000;40.63416;55.22156;57.73926;
2672000.000000;40.86304;55.63354;58.13599;
2673000.000000;40.78674;55.52673;58.21228;
2674000.000000;40.48157;55.66406;58.07495;
2675000.000000;40.32898;55.52673;57.76978;
2676000.000000;40.14587;55.55725;57.49512;
2677000.000000;40.26794;55.49622;57.29675;
2678000.000000;40.54260;55.31311;57.40356;
2679000.000000;40.35950;54.97742;56.99158;
2680000.000000;40.61890;54.90112;57.29675;
2681000.000000;40.42053;54.56543;57.20520;
2682000.000000;40.34424;54.55017;57.47986;
2683000.000000;39.82544;54.33655;57.17468;
2684000.000000;39.99329;54.74854;57.57141;
2685000.000000;39.77966;54.64172;57.11365;
2686000.000000;39.99329;54.62646;57.17468;
2687000.000000;39.99329;54.45862;57.08313;
2688000.000000;40.25269;54.77905;57.23572;
2689000.000000;40.49683;55.09949;57.44934;
2690000.000000;40.52734;54.94690;57.47986;
2691000.000000;40.22217;54.35181;57.35779;
2692000.000000;40.60364;54.53491;57.61719;
2693000.000000;40.31372;54.64172;57.49512;
2694000.000000;40.74097;55.00793;57.43408;
2695000.000000;40.48157;55.08423;57.03735;
2696000.000000;40.60364;55.26733;56.76270;
2697000.000000;40.40527;55.54199;56.83899;
2698000.000000;40.57312;55.61829;56.82373;
2699000.000000;40.49683;55.14526;56.85425;
2700000.000000;40.19165;54.87061;56.86951;
2701000.000000;39.82544;54.27551;56.68640;
2702000.000000;39.74915;54.16870;56.68640;
2703000.000000;39.61182;53.72620;56.35071;
2704000.000000;39.58130;53.89404;56.39648;
2705000.000000;39.38293;53.52783;56.36597;
2706000.000000;39.48975;53.71094;56.54907;
2707000.000000;39.35242;53.66516;56.61011;
2708000.000000;39.47449;53.83301;57.02209;
2709000.000000;39.50500;54.04663;57.11365;
2710000.000000;39.21509;53.93982;56.99158;
2711000.000000;39.47449;54.15344;57.25098;
2712000.000000;39.62708;54.10767;57.38831;
2713000.000000;39.94751;54.56543;57.83081;
2714000.000000;39.58130;54.19922;57.38831;
2715000.000000;39.70337;54.21448;57.64771;
2716000.000000;39.52026;54.04663;57.58667;
2717000.000000;39.68811;54.39758;57.83081;
2718000.000000;39.39819;54.12292;57.63245;
2719000.000000;39.67285;54.10767;57.67822;
2720000.000000;39.68811;53.90930;57.64771;
2721000.000000;39.93225;54.30603;57.90710;
2722000.000000;40.14587;54.56543;57.96814;
2723000.000000;40.31372;54.82483;58.31909;
2724000.000000;40.29846;54.76379;58.44116;
2725000.000000;40.22217;54.91638;58.48694;
2726000.000000;40.14587;54.58069;58.24280;
2727000.000000;40.23743;54.80957;58.39539;
2728000.000000;40.39001;54.50439;58.50220;
2729000.000000;40.39001;54.56543;58.25806;
2730000.000000;40.00854;54.47388;57.99866;
2731000.000000;40.02380;54.55017;58.10547;
2732000.000000;39.84070;54.24500;57.84607;
2733000.000000;39.87122;54.22974;57.72400;
2734000.000000;39.90173;54.35181;57.72400;
2735000.000000;39.47449;54.00085;57.44934;
2736000.000000;39.59656;54.16870;57.83081;
2737000.000000;39.67285;54.42810;57.98340;
2738000.000000;39.70337;54.36707;57.86133;
2739000.000000;39.42871;54.21448;57.66296;
2740000.000000;39.68811;54.09241;57.75452;
2741000.000000;40.16113;54.07715;58.21228;
2742000.000000;40.20691;54.07715;57.78503;
2743000.000000;40.34424;54.30603;57.80029;
2744000.000000;39.96277;54.56543;57.46460;
2745000.000000;39.91699;54.87061;57.69348;
2746000.000000;39.59656;54.91638;57.34253;
2747000.000000;39.41345;55.00793;57.35779;
2748000.000000;39.53552;54.77905;57.41882;
2749000.000000;39.38293;54.61121;57.44934;
2750000.000000;39.50500;54.93164;57.70874;
2751000.000000;39.67285;54.85535;57.69348;
2752000.000000;39.70337;54.70276;57.31201;
2753000.000000;39.82544;54.68750;57.43408;
2754000.000000;39.70337;54.38232;57.55615;
2755000.000000;39.53552;54.06189;57.51038;
2756000.000000;39.15405;54.10767;57.58667;
2757000.000000;39.21509;54.15344;57.52563;
2758000.000000;39.70337;54.56543;58.02917;
2759000.000000;39.48975;54.41284;57.95288;
2760000.000000;39.52026;54.56543;58.12073;
2761000.000000;39.59656;54.79431;58.02917;
2762000.000000;39.59656;54.94690;57.63245;
2763000.000000;39.96277;55.22156;57.54089;
2764000.000000;39.96277;55.40466;57.37305;
2765000.000000;39.55078;55.23682;56.74744;
2766000.000000;39.53552;55.22156;56.47278;
2767000.000000;39.48975;55.05371;56.03027;
2768000.000000;39.97803;55.37415;56.41174;
2769000.000000;40.46631;55.66406;56.76270;
2770000.000000;40.40527;55.58777;56.59485;
2771000.000000;40.25269;55.69458;56.80847;
2772000.000000;40.22217;55.95398;57.02209;
2773000.000000;40.31372;55.84717;57.09839;
2774000.000000;40.13062;55.98450;57.28149;
2775000.000000;40.39001;55.92346;57.34253;
2776000.000000;39.97803;55.86243;56.88477;
2777000.000000;40.14587;56.36597;57.03735;
2778000.000000;39.93225;55.93872;56.88477;
2779000.000000;39.81018;55.35889;56.65588;
2780000.000000;40.16113;55.22156;56.71692;
2781000.000000;40.34424;55.02319;57.14417;
2782000.000000;40.26794;54.87061;57.29675;
2783000.000000;40.35950;54.74854;57.60193;
2784000.000000;40.60364;54.90112;57.84607;
2785000.000000;40.51208;54.68750;57.64771;
2786000.000000;40.31372;54.22974;57.64771;
2787000.000000;40.63416;54.48914;57.99866;
2788000.000000;40.49683;54.47388;57.99866;
2789000.000000;40.42053;53.95508;57.98340;
2790000.000000;40.26794;53.86353;57.46460;
2791000.000000;40.22217;53.81775;57.49512;
2792000.000000;40.06958;53.81775;57.40356;
2793000.000000;40.06958;53.40576;57.25098;
2794000.000000;40.13062;53.93982;57.61719;
2795000.000000;40.13062;53.69568;57.38831;
2796000.000000;40.03906;53.31421;57.47986;
2797000.000000;39.85596;53.58887;57.41882;
2798000.000000;39.77966;53.74146;57.47986;
2799000.000000;40.22217;53.63464;57.84607;
2800000.000000;39.90173;53.60413;57.60193;
2801000.000000;39.77966;53.51257;57.54089;
2802000.000000;39.94751;53.52783;57.58667;
2803000.000000;39.96277;53.71094;57.87659;
2804000.000000;39.93225;53.71094;57.61719;
2805000.000000;40.25269;53.98560;58.02917;
2806000.000000;40.25269;53.84827;57.61719;
2807000.000000;40.23743;54.00085;57.70874;
2808000.000000;40.32898;53.89404;58.02917;
2809000.000000;40.02380;54.04663;57.87659;
2810000.000000;40.14587;54.18396;57.60193;
2811000.000000;39.96277;54.50439;57.66296;
2812000.000000;39.79492;54.51965;57.54089;
2813000.000000;39.88647;54.12292;57.28149;
2814000.000000;40.39001;54.33655;57.52563;
2815000.000000;40.72571;54.53491;57.57141;
2816000.000000;40.26794;54.39758;57.09839;
2817000.000000;40.22217;54.36707;57.12891;
2818000.000000;39.76440;54.67224;57.06787;
2819000.000000;39.45923;54.56543;57.14417;
