File_Record_0052.rec ( 4370 Samples/channels ) Sample Rate :1s
Date :5/20/2026 10:16:45 AM
Time;Voie A1[°C];Voie A2[°C];Voie A3[°C];
1116000.000000;38.84888;52.13928;52.30713;
1117000.000000;38.80310;51.92566;52.39868;
1118000.000000;38.92517;51.97144;52.36816;
1119000.000000;39.13879;52.09351;52.70386;
1120000.000000;39.32190;51.86462;53.00903;
1121000.000000;39.29138;52.33765;52.99377;
1122000.000000;39.36768;52.21558;52.74963;
1123000.000000;38.94043;52.20032;52.24609;
1124000.000000;39.19983;51.74255;52.30713;
1125000.000000;39.62708;52.03247;52.29187;
1126000.000000;39.64233;51.87988;52.52075;
1127000.000000;39.53552;51.63574;52.38342;
1128000.000000;39.61182;51.95618;52.18506;
1129000.000000;39.58130;51.57471;52.38342;
1130000.000000;39.55078;51.80359;52.47498;
1131000.000000;39.76440;51.69678;52.68860;
1132000.000000;39.77966;51.55945;52.94800;
1133000.000000;39.76440;51.62048;52.88696;
1134000.000000;39.56604;51.91040;52.90222;
1135000.000000;39.68811;52.30713;52.81067;
1136000.000000;39.96277;52.16980;53.10059;
1137000.000000;39.74915;52.09351;53.17688;
1138000.000000;39.71863;52.41394;53.39050;
1139000.000000;39.71863;52.16980;53.14636;
1140000.000000;39.93225;52.29187;53.25317;
1141000.000000;40.02380;52.15454;53.39050;
1142000.000000;39.67285;52.16980;53.26843;
1143000.000000;39.85596;52.56653;53.20740;
1144000.000000;39.82544;52.13928;53.08533;
1145000.000000;39.79492;52.16980;52.91748;
1146000.000000;39.90173;52.24609;52.67334;
1147000.000000;39.84070;52.15454;52.79541;
1148000.000000;39.85596;52.03247;52.29187;
1149000.000000;39.73389;52.26135;52.55127;
1150000.000000;40.05432;52.23083;52.18506;
1151000.000000;39.97803;52.44446;52.39868;
1152000.000000;39.88647;52.24609;52.42920;
1153000.000000;39.93225;52.42920;52.42920;
1154000.000000;40.13062;52.13928;52.39868;
1155000.000000;40.28320;52.01721;52.32239;
1156000.000000;40.03906;51.86462;52.70386;
1157000.000000;39.96277;51.87988;52.58179;
1158000.000000;40.40527;51.83411;52.59705;
1159000.000000;40.08484;51.68152;52.68860;
1160000.000000;40.28320;51.49841;52.79541;
1161000.000000;40.20691;51.42212;52.64282;
1162000.000000;40.05432;51.13220;52.29187;
1163000.000000;39.81018;50.97961;52.33765;
1164000.000000;39.68811;50.79651;51.83411;
1165000.000000;39.47449;50.47607;51.80359;
1166000.000000;39.59656;50.41504;51.74255;
1167000.000000;39.18457;50.36926;51.77307;
1168000.000000;39.35242;50.18616;51.66626;
1169000.000000;39.44397;50.20142;51.55945;
1170000.000000;39.23035;50.29297;51.46790;
1171000.000000;39.47449;49.85046;51.22375;
1172000.000000;39.09302;49.95728;51.45264;
1173000.000000;38.86414;49.65210;51.57471;
1174000.000000;38.63525;49.36218;51.02539;
1175000.000000;38.36060;49.39270;50.87280;
1176000.000000;38.46741;49.49951;51.19324;
1177000.000000;38.77258;49.69788;50.79651;
1178000.000000;38.46741;49.53003;50.85754;
1179000.000000;38.72681;49.45374;50.97961;
1180000.000000;38.78784;49.62158;50.97961;
1181000.000000;38.63525;49.28589;51.22375;
1182000.000000;38.39111;49.10278;51.07117;
1183000.000000;38.40637;49.19434;50.88806;
1184000.000000;38.75732;49.25537;51.07117;
1185000.000000;38.60474;49.59106;51.30005;
1186000.000000;38.72681;49.46899;51.08643;
1187000.000000;38.74207;49.89624;50.90332;
1188000.000000;39.07776;49.78943;51.02539;
1189000.000000;39.24561;49.94202;51.07117;
1190000.000000;39.44397;50.12512;50.94910;
1191000.000000;39.64233;49.83521;51.16272;
1192000.000000;39.30664;50.01831;50.96436;
1193000.000000;39.26086;50.14038;50.99487;
1194000.000000;39.64233;50.01831;51.13220;
1195000.000000;39.88647;50.10986;50.79651;
1196000.000000;39.58130;50.44556;50.70496;
1197000.000000;39.32190;50.47607;50.44556;
1198000.000000;39.23035;50.20142;50.35400;
1199000.000000;39.18457;50.56763;50.32349;
1200000.000000;39.15405;50.64392;50.64392;
1201000.000000;39.32190;50.61340;50.52185;
1202000.000000;39.56604;50.39978;50.47607;
1203000.000000;39.42871;50.30823;50.65918;
1204000.000000;39.58130;50.36926;50.64392;
1205000.000000;39.44397;50.15564;50.84229;
1206000.000000;39.15405;49.78943;50.73547;
1207000.000000;39.01672;49.24011;50.72021;
1208000.000000;38.89465;49.66736;50.59814;
1209000.000000;39.03198;49.49951;50.88806;
1210000.000000;38.89465;49.71313;50.70496;
1211000.000000;38.94043;49.75891;50.73547;
1212000.000000;38.83362;49.45374;51.34583;
1213000.000000;39.03198;49.49951;51.05591;
1214000.000000;39.19983;49.71313;51.04065;
1215000.000000;39.10828;49.51477;51.07117;
1216000.000000;39.01672;49.48425;50.99487;
1217000.000000;38.84888;49.53003;51.20850;
1218000.000000;38.71155;50.03357;50.88806;
1219000.000000;38.74207;49.59106;51.28479;
1220000.000000;39.29138;49.43848;51.34583;
1221000.000000;39.13879;49.45374;50.99487;
1222000.000000;38.69629;49.31641;51.31531;
1223000.000000;39.15405;49.43848;51.22375;
1224000.000000;38.92517;49.60632;51.43738;
1225000.000000;38.92517;49.72839;51.30005;
1226000.000000;38.95569;49.75891;51.31531;
1227000.000000;38.86414;49.80469;51.40686;
1228000.000000;38.97095;49.74365;51.43738;
1229000.000000;38.74207;49.85046;51.42212;
1230000.000000;38.68103;50.01831;51.51367;
1231000.000000;39.00146;49.71313;51.60522;
1232000.000000;38.89465;49.66736;51.94092;
1233000.000000;39.38293;49.88098;51.81885;
1234000.000000;39.36768;50.15564;51.84937;
1235000.000000;39.48975;49.85046;52.32239;
1236000.000000;39.38293;50.06409;52.01721;
1237000.000000;39.48975;50.10986;52.38342;
1238000.000000;39.33716;50.04883;52.49023;
1239000.000000;39.27612;50.38452;52.38342;
1240000.000000;39.38293;50.52185;52.85645;
1241000.000000;39.68811;50.53711;52.32239;
1242000.000000;39.47449;50.67444;52.30713;
1243000.000000;39.91699;50.30823;52.44446;
1244000.000000;39.74915;50.24719;52.50549;
1245000.000000;40.03906;49.95728;52.70386;
1246000.000000;40.08484;50.14038;52.58179;
1247000.000000;39.84070;49.91150;53.03955;
1248000.000000;40.17639;50.07935;52.99377;
1249000.000000;39.99329;50.30823;53.16162;
1250000.000000;40.05432;50.29297;52.96326;
1251000.000000;39.94751;50.49133;53.00903;
1252000.000000;40.16113;50.32349;52.70386;
1253000.000000;40.10010;50.17090;52.91748;
1254000.000000;39.79492;50.30823;52.84119;
1255000.000000;39.84070;50.23193;52.71912;
1256000.000000;39.70337;49.75891;52.97852;
1257000.000000;39.62708;50.20142;53.10059;
1258000.000000;39.93225;49.86572;52.65808;
1259000.000000;39.91699;49.45374;52.73438;
1260000.000000;39.52026;49.69788;52.65808;
1261000.000000;39.65759;49.37744;52.30713;
1262000.000000;39.29138;49.34692;52.49023;
1263000.000000;39.44397;49.49951;52.59705;
1264000.000000;39.53552;49.81995;52.36816;
1265000.000000;39.41345;49.48425;52.29187;
1266000.000000;39.48975;49.80469;52.45972;
1267000.000000;39.27612;49.83521;52.45972;
1268000.000000;39.29138;49.81995;52.35291;
1269000.000000;39.09302;49.86572;52.53601;
1270000.000000;39.29138;49.43848;51.92566;
1271000.000000;39.07776;49.05701;51.89514;
1272000.000000;38.89465;49.33167;52.07825;
1273000.000000;38.86414;49.34692;52.00195;
1274000.000000;38.94043;49.30115;51.65100;
1275000.000000;38.80310;49.37744;51.74255;
1276000.000000;39.01672;49.20959;51.97144;
1277000.000000;38.74207;49.24011;51.84937;
1278000.000000;39.01672;49.27063;52.13928;
1279000.000000;38.75732;49.42322;52.16980;
1280000.000000;38.86414;49.57581;52.16980;
1281000.000000;38.83362;49.11804;52.26135;
1282000.000000;39.07776;49.57581;52.35291;
1283000.000000;38.51318;49.78943;52.10876;
1284000.000000;38.81836;49.69788;52.36816;
1285000.000000;38.84888;49.56055;52.13928;
1286000.000000;39.03198;49.51477;52.26135;
1287000.000000;38.98621;49.53003;52.10876;
1288000.000000;39.09302;49.97253;52.24609;
1289000.000000;39.10828;49.68262;51.91040;
1290000.000000;39.12354;49.98779;52.39868;
1291000.000000;38.94043;49.91150;52.49023;
1292000.000000;39.39819;49.80469;52.58179;
1293000.000000;39.44397;49.92676;52.65808;
1294000.000000;39.01672;50.00305;52.56653;
1295000.000000;39.33716;50.41504;52.55127;
1296000.000000;39.23035;50.49133;52.68860;
1297000.000000;39.15405;50.56763;52.52075;
1298000.000000;39.13879;50.46082;52.20032;
1299000.000000;39.38293;50.67444;52.41394;
1300000.000000;39.00146;50.27771;52.50549;
1301000.000000;39.42871;50.36926;52.88696;
1302000.000000;39.18457;50.32349;53.07007;
1303000.000000;39.13879;49.97253;52.79541;
1304000.000000;39.06250;50.18616;53.02429;
1305000.000000;39.12354;50.03357;53.08533;
1306000.000000;38.94043;50.21667;52.96326;
1307000.000000;38.94043;50.06409;52.94800;
1308000.000000;39.06250;50.56763;53.20740;
1309000.000000;39.16931;50.33875;53.07007;
1310000.000000;39.19983;50.32349;53.20740;
1311000.000000;38.84888;50.30823;53.08533;
1312000.000000;38.98621;50.53711;53.32947;
1313000.000000;39.23035;50.62866;52.99377;
1314000.000000;39.27612;50.50659;52.81067;
1315000.000000;39.32190;50.29297;52.56653;
1316000.000000;39.18457;50.04883;52.61230;
1317000.000000;39.30664;49.86572;52.23083;
1318000.000000;39.35242;49.66736;52.50549;
1319000.000000;39.47449;49.71313;52.64282;
1320000.000000;39.47449;50.06409;52.68860;
1321000.000000;39.61182;49.88098;52.76489;
1322000.000000;39.55078;49.74365;52.90222;
1323000.000000;39.16931;49.69788;52.76489;
1324000.000000;39.03198;49.45374;52.70386;
1325000.000000;39.06250;49.68262;52.96326;
1326000.000000;39.33716;49.59106;53.03955;
1327000.000000;38.97095;49.39270;53.02429;
1328000.000000;39.30664;49.49951;52.94800;
1329000.000000;39.12354;49.36218;52.91748;
1330000.000000;39.15405;49.48425;52.70386;
1331000.000000;39.00146;49.43848;52.47498;
1332000.000000;38.90991;49.40796;52.84119;
1333000.000000;39.38293;49.53003;52.93274;
1334000.000000;38.97095;49.54529;53.14636;
1335000.000000;38.90991;49.13330;52.82593;
1336000.000000;39.03198;49.51477;53.08533;
1337000.000000;39.19983;49.19434;53.10059;
1338000.000000;38.87939;49.28589;52.87170;
1339000.000000;38.98621;49.91150;52.85645;
1340000.000000;38.71155;49.85046;52.78015;
1341000.000000;39.00146;49.40796;52.65808;
1342000.000000;39.23035;49.71313;52.90222;
1343000.000000;39.16931;49.31641;52.88696;
1344000.000000;39.19983;49.62158;52.94800;
1345000.000000;39.29138;50.06409;52.78015;
1346000.000000;39.45923;49.59106;52.76489;
1347000.000000;39.59656;49.54529;52.62756;
1348000.000000;39.59656;49.78943;52.64282;
1349000.000000;39.29138;49.65210;52.52075;
1350000.000000;39.30664;49.81995;52.62756;
1351000.000000;39.27612;50.09460;52.67334;
1352000.000000;39.23035;50.00305;52.91748;
1353000.000000;39.24561;50.12512;52.67334;
1354000.000000;39.47449;50.27771;53.03955;
1355000.000000;39.50500;50.41504;52.76489;
1356000.000000;39.32190;50.26245;53.00903;
1357000.000000;39.68811;50.56763;53.03955;
1358000.000000;39.90173;50.79651;52.85645;
1359000.000000;39.97803;51.08643;52.68860;
1360000.000000;39.88647;51.19324;52.88696;
1361000.000000;40.03906;51.01013;52.42920;
1362000.000000;39.94751;51.28479;52.53601;
1363000.000000;39.91699;50.99487;52.52075;
1364000.000000;39.97803;51.31531;52.81067;
1365000.000000;39.88647;51.71204;52.70386;
1366000.000000;40.28320;51.60522;52.42920;
1367000.000000;40.02380;51.89514;52.78015;
1368000.000000;40.29846;52.18506;52.79541;
1369000.000000;39.99329;52.21558;52.64282;
1370000.000000;39.88647;52.01721;52.96326;
1371000.000000;39.99329;52.01721;52.88696;
1372000.000000;39.67285;51.80359;52.64282;
1373000.000000;39.16931;51.72729;52.82593;
1374000.000000;39.52026;51.65100;52.32239;
1375000.000000;39.04724;51.80359;52.13928;
1376000.000000;38.89465;51.42212;51.63574;
1377000.000000;38.46741;51.45264;51.40686;
1378000.000000;38.81836;51.36108;51.36108;
1379000.000000;38.90991;51.39160;51.25427;
1380000.000000;39.15405;51.43738;51.42212;
1381000.000000;39.30664;51.57471;51.62048;
1382000.000000;39.24561;50.81177;52.15454;
1383000.000000;39.62708;50.96436;52.13928;
1384000.000000;39.53552;50.94910;52.45972;
1385000.000000;39.50500;51.43738;52.53601;
1386000.000000;39.24561;51.40686;52.52075;
1387000.000000;39.47449;51.66626;52.35291;
1388000.000000;39.12354;51.72729;52.42920;
1389000.000000;38.97095;51.33057;52.30713;
1390000.000000;39.01672;51.77307;52.23083;
1391000.000000;39.27612;51.43738;52.10876;
1392000.000000;39.06250;51.71204;52.35291;
1393000.000000;38.89465;51.57471;51.86462;
1394000.000000;38.90991;51.94092;51.77307;
1395000.000000;38.86414;51.57471;51.74255;
1396000.000000;38.97095;51.75781;51.33057;
1397000.000000;38.63525;51.51367;51.57471;
1398000.000000;38.54370;51.46790;51.37634;
1399000.000000;38.57422;51.14746;51.13220;
1400000.000000;38.43689;51.37634;51.02539;
1401000.000000;38.66577;51.45264;51.49841;
1402000.000000;38.52844;51.72729;51.40686;
1403000.000000;38.83362;51.49841;51.30005;
1404000.000000;38.84888;51.54419;50.88806;
1405000.000000;38.72681;51.42212;50.97961;
1406000.000000;38.36060;51.72729;50.99487;
1407000.000000;38.37585;51.74255;51.13220;
1408000.000000;38.13171;51.58997;50.93384;
1409000.000000;37.50610;51.69678;51.05591;
1410000.000000;37.49084;51.66626;50.78125;
1411000.000000;37.61292;51.75781;50.52185;
1412000.000000;37.84180;51.40686;50.64392;
1413000.000000;38.34534;51.25427;50.87280;
1414000.000000;38.74207;51.22375;51.17798;
1415000.000000;38.49792;51.26953;51.66626;
1416000.000000;38.68103;51.33057;51.68152;
1417000.000000;39.06250;51.11694;51.81885;
1418000.000000;38.78784;51.26953;52.32239;
1419000.000000;39.06250;51.42212;52.41394;
1420000.000000;39.29138;51.13220;52.61230;
1421000.000000;39.03198;51.39160;52.71912;
1422000.000000;39.27612;51.43738;52.85645;
1423000.000000;39.18457;51.28479;52.71912;
1424000.000000;39.18457;51.13220;52.71912;
1425000.000000;39.35242;50.65918;52.87170;
1426000.000000;39.09302;50.64392;52.67334;
1427000.000000;39.62708;50.50659;52.88696;
1428000.000000;39.30664;50.93384;52.76489;
1429000.000000;39.23035;50.93384;52.90222;
1430000.000000;39.27612;50.52185;52.99377;
1431000.000000;39.33716;50.41504;52.90222;
1432000.000000;39.47449;50.39978;53.14636;
1433000.000000;39.41345;50.35400;53.08533;
1434000.000000;39.26086;50.33875;53.05481;
1435000.000000;39.38293;50.18616;52.82593;
1436000.000000;39.33716;50.41504;52.97852;
1437000.000000;39.26086;50.27771;53.02429;
1438000.000000;39.52026;49.77417;53.14636;
1439000.000000;39.32190;49.95728;52.94800;
1440000.000000;39.42871;50.12512;53.08533;
1441000.000000;39.45923;50.24719;52.97852;
1442000.000000;39.52026;50.43030;52.91748;
1443000.000000;39.26086;50.20142;52.96326;
1444000.000000;39.77966;49.98779;52.93274;
1445000.000000;39.39819;50.14038;53.13110;
1446000.000000;39.38293;50.30823;53.03955;
1447000.000000;39.24561;50.26245;52.84119;
1448000.000000;39.18457;49.97253;52.49023;
1449000.000000;38.65051;50.15564;52.13928;
1450000.000000;38.72681;50.00305;52.42920;
1451000.000000;38.51318;50.17090;52.23083;
1452000.000000;38.54370;50.26245;52.36816;
1453000.000000;38.37585;50.46082;52.44446;
1454000.000000;38.83362;50.53711;52.50549;
1455000.000000;38.62000;51.25427;52.39868;
1456000.000000;38.54370;51.25427;52.61230;
1457000.000000;38.80310;51.26953;52.65808;
1458000.000000;38.75732;51.69678;52.55127;
1459000.000000;38.63525;51.97144;52.67334;
1460000.000000;38.60474;51.89514;52.74963;
1461000.000000;38.74207;51.63574;53.03955;
1462000.000000;39.04724;51.26953;53.10059;
1463000.000000;38.97095;51.48315;53.14636;
1464000.000000;39.23035;51.28479;53.02429;
1465000.000000;39.29138;51.37634;53.14636;
1466000.000000;39.21509;51.33057;53.54309;
1467000.000000;39.56604;50.91858;53.63464;
1468000.000000;39.47449;50.99487;53.74146;
1469000.000000;39.26086;51.07117;53.58887;
1470000.000000;39.42871;51.42212;53.34473;
1471000.000000;39.21509;51.54419;53.31421;
1472000.000000;39.52026;51.34583;53.54309;
1473000.000000;39.10828;51.68152;53.68042;
1474000.000000;38.92517;51.94092;53.64990;
1475000.000000;39.03198;51.58997;53.69568;
1476000.000000;38.95569;51.62048;53.61938;
1477000.000000;38.87939;51.72729;52.76489;
1478000.000000;38.98621;51.66626;52.30713;
1479000.000000;38.81836;51.72729;52.36816;
1480000.000000;38.63525;51.89514;52.35291;
1481000.000000;38.42163;52.06299;52.84119;
1482000.000000;38.87939;52.09351;52.76489;
1483000.000000;38.81836;52.15454;53.00903;
1484000.000000;39.13879;51.80359;53.19214;
1485000.000000;39.09302;51.94092;53.52783;
1486000.000000;39.35242;51.89514;53.57361;
1487000.000000;39.29138;52.42920;53.39050;
1488000.000000;39.39819;52.09351;53.78723;
1489000.000000;39.68811;51.97144;53.78723;
1490000.000000;39.35242;52.12402;53.87878;
1491000.000000;39.59656;51.71204;53.74146;
1492000.000000;39.55078;51.28479;53.95508;
1493000.000000;39.23035;51.31531;53.66516;
1494000.000000;39.41345;51.14746;53.37524;
1495000.000000;39.32190;51.11694;53.35999;
1496000.000000;39.39819;51.25427;53.13110;
1497000.000000;39.24561;51.22375;53.32947;
1498000.000000;39.18457;51.13220;53.28369;
1499000.000000;38.94043;51.48315;53.66516;
1500000.000000;39.33716;51.31531;53.26843;
1501000.000000;39.26086;51.33057;53.22266;
1502000.000000;39.44397;51.66626;52.82593;
1503000.000000;39.27612;51.58997;52.68860;
1504000.000000;39.53552;51.84937;52.21558;
1505000.000000;39.76440;51.68152;51.77307;
1506000.000000;39.76440;51.92566;52.00195;
1507000.000000;39.48975;51.91040;51.91040;
1508000.000000;39.47449;51.87988;52.35291;
1509000.000000;39.88647;51.91040;52.32239;
1510000.000000;39.93225;51.77307;52.97852;
1511000.000000;40.03906;52.13928;52.74963;
1512000.000000;39.99329;52.16980;53.13110;
1513000.000000;40.05432;52.12402;53.22266;
1514000.000000;39.45923;52.74963;52.88696;
1515000.000000;39.56604;52.50549;52.76489;
1516000.000000;39.47449;52.50549;52.29187;
1517000.000000;39.52026;52.39868;52.18506;
1518000.000000;39.61182;52.52075;52.15454;
1519000.000000;39.39819;52.10876;52.49023;
1520000.000000;39.10828;52.26135;52.09351;
1521000.000000;39.18457;52.30713;52.00195;
1522000.000000;39.45923;52.24609;51.77307;
1523000.000000;39.48975;52.35291;52.12402;
1524000.000000;39.58130;52.38342;52.30713;
1525000.000000;39.76440;52.38342;52.30713;
1526000.000000;39.53552;52.53601;52.81067;
1527000.000000;39.90173;52.61230;52.64282;
1528000.000000;40.13062;52.15454;53.37524;
1529000.000000;40.10010;52.44446;53.35999;
1530000.000000;40.19165;52.44446;53.43628;
1531000.000000;40.46631;52.33765;53.46680;
1532000.000000;40.40527;52.27661;53.55835;
1533000.000000;40.49683;52.47498;53.26843;
1534000.000000;40.31372;52.76489;52.96326;
1535000.000000;40.37476;52.82593;53.03955;
1536000.000000;40.32898;52.84119;52.85645;
1537000.000000;40.26794;52.67334;52.82593;
1538000.000000;39.91699;53.03955;52.85645;
1539000.000000;40.16113;53.00903;52.78015;
1540000.000000;40.23743;53.02429;53.08533;
1541000.000000;40.10010;53.20740;52.90222;
1542000.000000;40.29846;53.40576;52.85645;
1543000.000000;39.79492;53.32947;52.94800;
1544000.000000;39.87122;53.23792;53.39050;
1545000.000000;40.05432;52.78015;53.29895;
1546000.000000;39.93225;52.82593;53.51257;
1547000.000000;39.67285;52.85645;54.04663;
1548000.000000;39.82544;52.47498;53.97034;
1549000.000000;39.94751;52.24609;54.27551;
1550000.000000;39.64233;52.74963;54.38232;
1551000.000000;39.87122;52.27661;54.48914;
1552000.000000;39.77966;52.47498;54.13818;
1553000.000000;39.97803;52.26135;54.27551;
1554000.000000;39.79492;52.42920;54.33655;
1555000.000000;39.97803;52.73438;54.10767;
1556000.000000;40.10010;52.82593;54.36707;
1557000.000000;40.14587;53.11584;54.38232;
1558000.000000;40.02380;53.40576;54.29077;
1559000.000000;40.23743;53.32947;54.70276;
1560000.000000;40.46631;53.13110;54.48914;
1561000.000000;40.16113;53.13110;54.39758;
1562000.000000;40.42053;52.59705;54.48914;
1563000.000000;39.96277;52.27661;54.70276;
1564000.000000;40.13062;52.38342;54.48914;
1565000.000000;40.03906;52.16980;54.32129;
1566000.000000;39.71863;52.07825;53.97034;
1567000.000000;39.19983;51.51367;53.84827;
1568000.000000;38.81836;51.33057;53.49731;
1569000.000000;38.69629;51.45264;53.39050;
1570000.000000;38.75732;51.49841;53.29895;
1571000.000000;38.97095;51.62048;53.29895;
1572000.000000;39.09302;51.77307;53.32947;
1573000.000000;38.92517;52.03247;53.14636;
1574000.000000;39.15405;52.00195;52.70386;
1575000.000000;39.01672;52.26135;52.97852;
1576000.000000;39.45923;52.07825;53.42102;
1577000.000000;39.06250;52.70386;53.71094;
1578000.000000;39.26086;52.27661;53.89404;
1579000.000000;39.45923;52.12402;53.72620;
1580000.000000;39.18457;52.38342;53.57361;
1581000.000000;39.19983;52.29187;53.51257;
1582000.000000;39.33716;52.29187;53.57361;
1583000.000000;39.23035;52.56653;53.80249;
1584000.000000;39.47449;52.71912;53.90930;
1585000.000000;39.61182;52.78015;54.04663;
1586000.000000;39.91699;52.61230;54.09241;
1587000.000000;39.87122;52.82593;54.18396;
1588000.000000;39.90173;52.87170;54.15344;
1589000.000000;39.91699;53.19214;54.56543;
1590000.000000;39.85596;52.70386;54.68750;
1591000.000000;39.84070;52.90222;54.29077;
1592000.000000;39.93225;52.94800;54.65698;
1593000.000000;39.96277;52.65808;54.50439;
1594000.000000;39.90173;52.56653;54.55017;
1595000.000000;40.14587;52.36816;54.33655;
1596000.000000;39.96277;52.61230;54.50439;
1597000.000000;39.70337;52.81067;54.42810;
1598000.000000;40.06958;52.30713;54.50439;
1599000.000000;40.03906;52.62756;54.84009;
1600000.000000;39.97803;52.76489;54.87061;
1601000.000000;39.90173;52.85645;54.70276;
1602000.000000;39.85596;52.55127;54.61121;
1603000.000000;39.96277;52.81067;54.03137;
1604000.000000;40.02380;52.33765;54.22974;
1605000.000000;40.16113;52.07825;54.15344;
1606000.000000;40.16113;51.81885;54.19922;
1607000.000000;39.87122;51.77307;54.36707;
1608000.000000;39.82544;51.39160;54.26025;
1609000.000000;39.64233;51.34583;54.10767;
1610000.000000;39.50500;51.55945;54.41284;
1611000.000000;39.84070;51.39160;54.04663;
1612000.000000;39.77966;51.36108;54.12292;
1613000.000000;39.87122;51.57471;53.81775;
1614000.000000;39.68811;51.86462;53.63464;
1615000.000000;39.93225;51.62048;53.60413;
1616000.000000;39.85596;51.80359;53.23792;
1617000.000000;40.02380;52.18506;53.13110;
1618000.000000;39.68811;52.39868;52.93274;
1619000.000000;39.85596;52.16980;52.82593;
1620000.000000;39.55078;52.39868;52.39868;
1621000.000000;39.48975;52.29187;52.42920;
1622000.000000;39.35242;52.53601;52.41394;
1623000.000000;39.32190;52.73438;52.09351;
1624000.000000;39.12354;52.68860;52.29187;
1625000.000000;39.18457;52.76489;52.16980;
1626000.000000;39.23035;52.84119;52.21558;
1627000.000000;39.36768;52.61230;52.41394;
1628000.000000;39.21509;52.88696;52.47498;
1629000.000000;39.45923;52.78015;52.76489;
1630000.000000;39.32190;52.87170;52.73438;
1631000.000000;39.70337;52.78015;52.45972;
1632000.000000;39.76440;53.19214;52.53601;
1633000.000000;39.73389;52.97852;52.78015;
1634000.000000;39.88647;53.25317;52.79541;
1635000.000000;39.97803;53.34473;52.79541;
1636000.000000;40.06958;53.22266;52.70386;
1637000.000000;39.52026;53.46680;52.71912;
1638000.000000;39.24561;53.05481;52.42920;
1639000.000000;39.24561;53.13110;52.27661;
1640000.000000;39.03198;53.11584;52.07825;
1641000.000000;39.15405;53.16162;52.29187;
1642000.000000;39.30664;53.29895;52.06299;
1643000.000000;39.24561;53.49731;52.23083;
1644000.000000;39.13879;53.69568;52.35291;
1645000.000000;39.24561;53.77197;52.61230;
1646000.000000;39.09302;54.04663;53.00903;
1647000.000000;39.16931;53.97034;53.46680;
1648000.000000;39.50500;53.97034;53.40576;
1649000.000000;39.64233;53.69568;53.92456;
1650000.000000;39.56604;53.22266;54.22974;
1651000.000000;39.73389;53.58887;53.92456;
1652000.000000;39.79492;53.58887;54.22974;
1653000.000000;39.88647;53.64990;53.97034;
1654000.000000;40.26794;53.69568;53.95508;
1655000.000000;39.99329;53.87878;53.74146;
1656000.000000;39.74915;53.92456;53.87878;
1657000.000000;39.47449;53.97034;53.83301;
1658000.000000;39.15405;54.04663;53.87878;
1659000.000000;39.29138;54.26025;53.45154;
1660000.000000;39.03198;54.13818;53.57361;
1661000.000000;38.78784;54.13818;53.64990;
1662000.000000;38.74207;53.80249;53.51257;
1663000.000000;38.58948;54.19922;53.13110;
1664000.000000;38.55896;54.03137;53.35999;
1665000.000000;38.36060;53.92456;53.42102;
1666000.000000;38.11646;53.84827;53.46680;
1667000.000000;38.31482;53.97034;53.25317;
1668000.000000;38.14697;54.00085;53.22266;
1669000.000000;38.62000;54.00085;53.35999;
1670000.000000;38.63525;53.84827;53.20740;
1671000.000000;38.16223;53.89404;53.60413;
1672000.000000;38.29956;53.95508;53.46680;
1673000.000000;37.85706;53.92456;53.34473;
1674000.000000;38.04016;54.00085;52.91748;
1675000.000000;37.55188;54.10767;52.97852;
1676000.000000;37.87231;53.98560;53.19214;
1677000.000000;37.93335;53.86353;53.29895;
1678000.000000;38.00964;54.09241;53.28369;
1679000.000000;38.19275;54.19922;53.11584;
1680000.000000;38.58948;54.26025;53.32947;
1681000.000000;38.58948;54.26025;53.81775;
1682000.000000;38.66577;54.41284;53.83301;
1683000.000000;38.86414;54.33655;54.03137;
1684000.000000;38.83362;54.82483;54.03137;
1685000.000000;39.19983;54.51965;54.47388;
1686000.000000;39.09302;54.58069;54.93164;
1687000.000000;39.18457;54.70276;54.84009;
1688000.000000;39.68811;54.59595;54.64172;
1689000.000000;39.55078;54.76379;54.93164;
1690000.000000;39.58130;54.79431;54.97742;
1691000.000000;39.87122;54.64172;54.76379;
1692000.000000;39.67285;54.76379;55.03845;
1693000.000000;39.81018;54.71802;54.94690;
1694000.000000;39.96277;54.53491;54.96216;
1695000.000000;39.85596;54.64172;55.09949;
1696000.000000;39.84070;54.61121;55.14526;
1697000.000000;39.96277;54.80957;54.80957;
1698000.000000;39.52026;55.00793;54.71802;
1699000.000000;39.67285;54.84009;54.48914;
1700000.000000;39.26086;54.85535;54.51965;
1701000.000000;39.32190;54.59595;54.48914;
1702000.000000;38.90991;54.88586;54.32129;
1703000.000000;38.33008;54.82483;54.26025;
1704000.000000;38.51318;54.39758;53.83301;
1705000.000000;38.55896;54.26025;53.43628;
1706000.000000;38.83362;54.09241;53.13110;
1707000.000000;38.81836;53.98560;53.16162;
1708000.000000;38.92517;54.01611;53.07007;
1709000.000000;39.10828;53.63464;52.99377;
1710000.000000;39.16931;53.84827;52.91748;
1711000.000000;38.92517;54.07715;53.16162;
1712000.000000;39.21509;53.58887;53.26843;
1713000.000000;39.23035;53.28369;53.71094;
1714000.000000;39.55078;53.48206;53.68042;
1715000.000000;39.65759;53.71094;53.86353;
1716000.000000;39.64233;53.86353;53.78723;
1717000.000000;39.67285;54.00085;53.86353;
1718000.000000;39.85596;54.21448;53.81775;
1719000.000000;39.76440;54.41284;53.89404;
1720000.000000;39.93225;54.45862;53.74146;
