File_Record_0047.rec ( 10403 Samples/channels ) Sample Rate :1s
Date :5/13/2026 11:08:35 AM
Time;Voie A1[°C];Voie A2[°C];
2420000.000000;43.27393;43.39600;
2421000.000000;43.53333;43.33496;
2422000.000000;43.48755;43.38074;
2423000.000000;43.19763;43.19763;
2424000.000000;43.36548;43.19763;
2425000.000000;43.31970;43.25867;
2426000.000000;43.64014;43.22815;
2427000.000000;43.45703;43.22815;
2428000.000000;43.51807;43.35022;
2429000.000000;43.27393;43.21289;
2430000.000000;43.19763;43.10608;
2431000.000000;43.31970;43.13660;
2432000.000000;43.19763;43.50281;
2433000.000000;43.06030;43.31970;
2434000.000000;43.35022;43.50281;
2435000.000000;43.57910;43.28918;
2436000.000000;43.06030;43.39600;
2437000.000000;43.25867;43.48755;
2438000.000000;43.16711;43.21289;
2439000.000000;43.28918;43.36548;
2440000.000000;43.33496;43.36548;
2441000.000000;43.13660;43.02979;
2442000.000000;43.24341;43.19763;
2443000.000000;43.30444;43.06030;
2444000.000000;43.24341;43.09082;
2445000.000000;43.18237;43.25867;
2446000.000000;43.28918;43.31970;
2447000.000000;43.28918;43.19763;
2448000.000000;43.39600;43.28918;
2449000.000000;43.41125;43.27393;
2450000.000000;43.21289;43.15186;
2451000.000000;42.98401;43.24341;
2452000.000000;43.15186;43.19763;
2453000.000000;43.25867;43.02979;
2454000.000000;43.42651;42.95349;
2455000.000000;42.96875;43.18237;
2456000.000000;43.22815;43.21289;
2457000.000000;43.12134;43.07556;
2458000.000000;43.28918;43.09082;
2459000.000000;43.15186;43.27393;
2460000.000000;43.31970;43.33496;
2461000.000000;43.15186;43.35022;
2462000.000000;43.24341;42.99927;
2463000.000000;43.25867;42.81616;
2464000.000000;43.31970;43.01453;
2465000.000000;42.95349;43.25867;
2466000.000000;43.04504;43.42651;
2467000.000000;43.39600;43.06030;
2468000.000000;43.27393;43.25867;
2469000.000000;43.18237;43.47229;
2470000.000000;43.24341;43.09082;
2471000.000000;43.24341;42.90771;
2472000.000000;43.24341;43.06030;
2473000.000000;43.21289;43.07556;
2474000.000000;43.07556;43.19763;
2475000.000000;43.07556;43.27393;
2476000.000000;43.07556;42.96875;
2477000.000000;43.09082;43.35022;
2478000.000000;43.10608;43.33496;
2479000.000000;43.09082;43.04504;
2480000.000000;42.93823;43.16711;
2481000.000000;43.01453;43.06030;
2482000.000000;43.36548;42.98401;
2483000.000000;42.99927;43.06030;
2484000.000000;42.77039;43.31970;
2485000.000000;43.36548;42.87720;
2486000.000000;43.09082;43.15186;
2487000.000000;43.01453;43.15186;
2488000.000000;42.96875;43.18237;
2489000.000000;43.13660;42.99927;
2490000.000000;43.31970;42.99927;
2491000.000000;43.12134;42.90771;
2492000.000000;42.96875;42.92297;
2493000.000000;43.04504;42.95349;
2494000.000000;43.07556;43.16711;
2495000.000000;43.18237;43.12134;
2496000.000000;43.28918;42.89246;
2497000.000000;42.92297;43.27393;
2498000.000000;43.04504;42.96875;
2499000.000000;43.10608;43.13660;
2500000.000000;42.75513;43.30444;
2501000.000000;43.04504;43.07556;
2502000.000000;42.83142;43.24341;
2503000.000000;42.98401;43.15186;
2504000.000000;43.07556;43.04504;
2505000.000000;43.16711;42.98401;
2506000.000000;42.89246;43.09082;
2507000.000000;43.19763;42.73987;
2508000.000000;43.19763;42.84668;
2509000.000000;42.90771;43.12134;
2510000.000000;43.12134;42.90771;
2511000.000000;42.93823;42.92297;
2512000.000000;42.89246;43.13660;
2513000.000000;42.95349;43.13660;
2514000.000000;42.78564;43.13660;
2515000.000000;42.99927;42.95349;
2516000.000000;42.84668;43.07556;
2517000.000000;42.90771;43.18237;
2518000.000000;42.92297;42.95349;
2519000.000000;42.95349;42.96875;
2520000.000000;42.99927;42.92297;
2521000.000000;42.77039;42.73987;
2522000.000000;43.16711;42.64832;
2523000.000000;42.73987;42.98401;
2524000.000000;42.83142;43.22815;
2525000.000000;42.75513;42.98401;
2526000.000000;43.04504;42.75513;
2527000.000000;42.92297;42.90771;
2528000.000000;43.06030;42.64832;
2529000.000000;42.86194;42.78564;
2530000.000000;43.09082;42.67883;
2531000.000000;42.86194;42.81616;
2532000.000000;42.84668;42.90771;
2533000.000000;42.81616;42.80090;
2534000.000000;42.99927;42.80090;
2535000.000000;42.58728;43.06030;
2536000.000000;42.86194;42.81616;
2537000.000000;42.90771;42.81616;
2538000.000000;42.72461;42.87720;
2539000.000000;42.70935;43.02979;
2540000.000000;42.75513;42.89246;
2541000.000000;42.95349;42.78564;
2542000.000000;42.93823;42.90771;
2543000.000000;42.84668;42.93823;
2544000.000000;43.02979;42.78564;
2545000.000000;42.60254;43.01453;
2546000.000000;42.83142;42.81616;
2547000.000000;42.72461;43.06030;
2548000.000000;43.06030;42.57202;
2549000.000000;42.87720;42.89246;
2550000.000000;42.87720;42.87720;
2551000.000000;42.93823;42.64832;
2552000.000000;42.81616;42.98401;
2553000.000000;42.81616;42.89246;
2554000.000000;42.93823;42.80090;
2555000.000000;42.64832;43.22815;
2556000.000000;43.10608;42.64832;
2557000.000000;43.01453;42.69409;
2558000.000000;42.83142;42.89246;
2559000.000000;42.96875;42.73987;
2560000.000000;42.95349;42.81616;
2561000.000000;42.67883;42.87720;
2562000.000000;42.78564;43.12134;
2563000.000000;42.61780;43.15186;
2564000.000000;42.87720;42.78564;
2565000.000000;42.87720;42.87720;
2566000.000000;42.78564;42.89246;
2567000.000000;42.87720;42.75513;
2568000.000000;42.66357;43.09082;
2569000.000000;42.80090;42.95349;
2570000.000000;42.67883;42.98401;
2571000.000000;42.80090;42.78564;
2572000.000000;42.77039;42.87720;
2573000.000000;42.54150;43.07556;
2574000.000000;42.84668;42.75513;
2575000.000000;42.72461;42.96875;
2576000.000000;42.69409;42.89246;
2577000.000000;42.51099;43.12134;
2578000.000000;42.58728;42.98401;
2579000.000000;42.54150;43.15186;
2580000.000000;42.89246;42.87720;
2581000.000000;42.60254;43.10608;
2582000.000000;42.75513;42.81616;
2583000.000000;42.83142;42.75513;
2584000.000000;42.92297;42.70935;
2585000.000000;42.55676;43.02979;
2586000.000000;42.83142;42.87720;
2587000.000000;42.77039;42.87720;
2588000.000000;42.95349;42.51099;
2589000.000000;42.63306;42.92297;
2590000.000000;42.66357;42.84668;
2591000.000000;42.87720;42.70935;
2592000.000000;42.75513;42.90771;
2593000.000000;42.57202;42.96875;
2594000.000000;42.80090;42.89246;
2595000.000000;42.66357;42.95349;
2596000.000000;42.64832;43.02979;
2597000.000000;42.58728;42.98401;
2598000.000000;42.90771;42.63306;
2599000.000000;42.77039;42.73987;
2600000.000000;42.73987;42.86194;
2601000.000000;42.95349;42.54150;
2602000.000000;42.51099;42.96875;
2603000.000000;42.64832;42.92297;
2604000.000000;42.77039;42.84668;
2605000.000000;42.75513;42.61780;
2606000.000000;42.69409;42.81616;
2607000.000000;42.52625;42.87720;
2608000.000000;42.66357;42.78564;
2609000.000000;42.87720;42.67883;
2610000.000000;42.70935;42.84668;
2611000.000000;42.87720;42.69409;
2612000.000000;42.61780;42.84668;
2613000.000000;42.63306;42.86194;
2614000.000000;42.67883;42.81616;
2615000.000000;42.66357;42.69409;
2616000.000000;42.70935;42.67883;
2617000.000000;42.78564;42.72461;
2618000.000000;42.69409;42.66357;
2619000.000000;42.54150;42.84668;
2620000.000000;42.55676;42.84668;
2621000.000000;42.70935;42.70935;
2622000.000000;42.63306;42.75513;
2623000.000000;42.60254;42.67883;
2624000.000000;42.80090;42.54150;
2625000.000000;42.66357;42.69409;
2626000.000000;42.72461;42.67883;
2627000.000000;42.86194;42.43469;
2628000.000000;42.60254;42.72461;
2629000.000000;42.86194;42.46521;
2630000.000000;42.67883;42.70935;
2631000.000000;42.67883;42.54150;
2632000.000000;42.69409;42.57202;
2633000.000000;42.66357;42.57202;
2634000.000000;42.70935;42.52625;
2635000.000000;42.54150;42.84668;
2636000.000000;42.70935;42.67883;
2637000.000000;42.57202;42.72461;
2638000.000000;42.49573;42.83142;
2639000.000000;42.83142;42.38892;
2640000.000000;42.58728;42.61780;
2641000.000000;42.69409;42.55676;
2642000.000000;42.67883;42.51099;
2643000.000000;42.51099;42.81616;
2644000.000000;42.43469;42.81616;
2645000.000000;42.52625;42.75513;
2646000.000000;42.46521;42.73987;
2647000.000000;42.51099;42.73987;
2648000.000000;42.35840;42.87720;
2649000.000000;42.26685;42.93823;
2650000.000000;42.73987;42.54150;
2651000.000000;42.37366;42.73987;
2652000.000000;42.54150;42.66357;
2653000.000000;42.60254;42.72461;
2654000.000000;42.72461;42.52625;
2655000.000000;42.54150;42.69409;
2656000.000000;42.52625;42.75513;
2657000.000000;42.58728;42.58728;
2658000.000000;42.64832;42.69409;
2659000.000000;42.34314;42.77039;
2660000.000000;42.52625;42.60254;
2661000.000000;42.44995;42.73987;
2662000.000000;42.63306;42.54150;
2663000.000000;42.46521;42.64832;
2664000.000000;42.44995;42.75513;
2665000.000000;42.38892;42.69409;
2666000.000000;42.46521;42.73987;
2667000.000000;42.55676;42.51099;
2668000.000000;42.55676;42.54150;
2669000.000000;42.57202;42.58728;
2670000.000000;42.72461;42.28210;
2671000.000000;42.25159;42.80090;
2672000.000000;42.55676;42.66357;
2673000.000000;42.29736;42.92297;
2674000.000000;42.35840;42.73987;
2675000.000000;42.29736;42.84668;
2676000.000000;42.37366;42.72461;
2677000.000000;42.34314;42.86194;
2678000.000000;42.17529;42.83142;
2679000.000000;42.69409;42.46521;
2680000.000000;42.34314;42.67883;
2681000.000000;42.37366;42.63306;
2682000.000000;42.49573;42.54150;
2683000.000000;42.32788;42.61780;
2684000.000000;42.48047;42.58728;
2685000.000000;42.29736;42.66357;
2686000.000000;42.17529;42.73987;
2687000.000000;42.25159;42.73987;
2688000.000000;42.63306;42.38892;
2689000.000000;42.55676;42.55676;
2690000.000000;42.46521;42.54150;
2691000.000000;42.49573;42.49573;
2692000.000000;42.54150;42.70935;
2693000.000000;42.43469;42.54150;
2694000.000000;42.32788;42.75513;
2695000.000000;42.52625;42.51099;
2696000.000000;42.49573;42.66357;
2697000.000000;42.48047;42.51099;
2698000.000000;42.31262;42.81616;
2699000.000000;42.40417;42.60254;
2700000.000000;42.19055;42.84668;
2701000.000000;42.49573;42.66357;
2702000.000000;42.32788;42.84668;
2703000.000000;42.55676;42.58728;
2704000.000000;42.44995;42.61780;
2705000.000000;42.49573;42.72461;
2706000.000000;42.37366;42.84668;
2707000.000000;42.34314;42.60254;
2708000.000000;42.49573;42.48047;
2709000.000000;42.31262;42.80090;
2710000.000000;42.58728;42.35840;
2711000.000000;42.72461;42.38892;
2712000.000000;42.31262;42.60254;
2713000.000000;42.61780;42.41943;
2714000.000000;42.29736;42.60254;
2715000.000000;42.64832;42.41943;
2716000.000000;42.44995;42.73987;
2717000.000000;42.48047;42.77039;
2718000.000000;42.37366;42.69409;
2719000.000000;42.43469;42.77039;
2720000.000000;42.26685;42.64832;
2721000.000000;42.31262;42.73987;
2722000.000000;42.55676;42.54150;
2723000.000000;42.51099;42.70935;
2724000.000000;42.58728;42.52625;
2725000.000000;42.22107;42.66357;
2726000.000000;42.48047;42.46521;
2727000.000000;42.43469;42.73987;
2728000.000000;42.49573;42.54150;
2729000.000000;42.16003;42.83142;
2730000.000000;42.35840;42.52625;
2731000.000000;42.57202;42.38892;
2732000.000000;42.05322;42.70935;
2733000.000000;42.31262;42.55676;
2734000.000000;42.34314;42.51099;
2735000.000000;42.17529;42.83142;
2736000.000000;42.49573;42.49573;
2737000.000000;42.25159;42.75513;
2738000.000000;42.26685;42.61780;
2739000.000000;42.29736;42.57202;
2740000.000000;42.52625;42.46521;
2741000.000000;42.11426;42.75513;
2742000.000000;42.23633;42.70935;
2743000.000000;42.55676;42.49573;
2744000.000000;42.29736;42.66357;
2745000.000000;42.23633;42.80090;
2746000.000000;42.37366;42.29736;
2747000.000000;42.41943;42.44995;
2748000.000000;42.54150;42.37366;
2749000.000000;42.26685;42.55676;
2750000.000000;42.23633;42.57202;
2751000.000000;42.28210;42.41943;
2752000.000000;42.44995;42.40417;
2753000.000000;42.46521;42.49573;
2754000.000000;42.52625;42.32788;
2755000.000000;42.03796;42.78564;
2756000.000000;42.09900;42.64832;
2757000.000000;42.28210;42.80090;
2758000.000000;42.35840;42.54150;
2759000.000000;42.41943;42.46521;
2760000.000000;42.17529;42.58728;
2761000.000000;42.35840;42.40417;
2762000.000000;42.43469;42.48047;
2763000.000000;42.31262;42.55676;
2764000.000000;42.44995;42.63306;
2765000.000000;42.31262;42.46521;
2766000.000000;42.28210;42.41943;
2767000.000000;42.26685;42.43469;
2768000.000000;42.37366;42.60254;
2769000.000000;42.20581;42.66357;
2770000.000000;42.26685;42.64832;
2771000.000000;42.23633;42.40417;
2772000.000000;42.29736;42.34314;
2773000.000000;42.29736;42.43469;
2774000.000000;42.23633;42.51099;
2775000.000000;42.26685;42.43469;
2776000.000000;42.35840;42.41943;
2777000.000000;42.40417;42.52625;
2778000.000000;42.17529;42.38892;
2779000.000000;42.17529;42.51099;
2780000.000000;42.34314;42.34314;
2781000.000000;42.32788;42.48047;
2782000.000000;42.46521;42.52625;
2783000.000000;42.28210;42.35840;
2784000.000000;42.32788;42.58728;
2785000.000000;42.38892;42.41943;
2786000.000000;42.26685;42.34314;
2787000.000000;42.34314;42.44995;
2788000.000000;42.22107;42.40417;
2789000.000000;42.32788;42.41943;
2790000.000000;42.26685;42.46521;
2791000.000000;42.12952;42.40417;
2792000.000000;42.11426;42.41943;
2793000.000000;42.02271;42.66357;
2794000.000000;42.17529;42.19055;
2795000.000000;42.12952;42.69409;
2796000.000000;42.05322;42.55676;
2797000.000000;42.14478;42.52625;
2798000.000000;42.19055;42.58728;
2799000.000000;42.11426;42.51099;
2800000.000000;42.06848;42.58728;
2801000.000000;42.05322;42.46521;
2802000.000000;41.97693;42.55676;
2803000.000000;42.12952;42.48047;
2804000.000000;42.37366;42.41943;
2805000.000000;42.08374;42.35840;
2806000.000000;42.37366;42.40417;
2807000.000000;42.26685;42.20581;
2808000.000000;42.38892;42.28210;
2809000.000000;42.03796;42.26685;
2810000.000000;42.14478;42.35840;
2811000.000000;41.91589;42.57202;
2812000.000000;41.90063;42.60254;
2813000.000000;41.83960;42.28210;
2814000.000000;42.11426;42.16003;
2815000.000000;41.97693;42.58728;
2816000.000000;41.93115;42.40417;
2817000.000000;42.11426;42.40417;
2818000.000000;41.96167;42.48047;
2819000.000000;42.03796;42.60254;
2820000.000000;42.06848;42.20581;
2821000.000000;42.12952;42.19055;
2822000.000000;41.87012;42.26685;
2823000.000000;42.26685;42.34314;
2824000.000000;42.17529;42.09900;
2825000.000000;41.85486;42.37366;
2826000.000000;41.94641;42.35840;
2827000.000000;42.00745;42.35840;
2828000.000000;41.91589;42.19055;
2829000.000000;41.93115;42.31262;
2830000.000000;42.11426;42.40417;
2831000.000000;41.97693;42.32788;
2832000.000000;42.19055;42.40417;
2833000.000000;42.11426;42.37366;
2834000.000000;42.28210;42.40417;
2835000.000000;41.91589;42.22107;
2836000.000000;41.96167;42.34314;
2837000.000000;42.02271;42.51099;
2838000.000000;41.88538;42.31262;
2839000.000000;42.17529;42.41943;
2840000.000000;42.14478;42.17529;
2841000.000000;41.91589;42.31262;
2842000.000000;42.09900;42.09900;
2843000.000000;42.20581;42.06848;
2844000.000000;41.91589;42.25159;
2845000.000000;42.12952;42.32788;
2846000.000000;41.97693;42.22107;
2847000.000000;42.06848;42.49573;
2848000.000000;41.90063;42.25159;
2849000.000000;41.79382;42.22107;
2850000.000000;42.17529;42.44995;
2851000.000000;42.00745;42.20581;
2852000.000000;41.99219;42.31262;
2853000.000000;42.22107;42.03796;
2854000.000000;41.99219;42.22107;
2855000.000000;42.05322;42.11426;
2856000.000000;42.20581;42.16003;
2857000.000000;42.06848;42.17529;
2858000.000000;42.00745;42.09900;
2859000.000000;41.88538;42.44995;
2860000.000000;41.85486;42.34314;
2861000.000000;42.17529;42.46521;
2862000.000000;42.02271;42.37366;
2863000.000000;41.83960;42.20581;
2864000.000000;42.03796;42.20581;
2865000.000000;42.08374;42.41943;
2866000.000000;41.90063;42.31262;
2867000.000000;42.03796;42.38892;
2868000.000000;41.93115;42.26685;
2869000.000000;41.83960;42.57202;
2870000.000000;41.97693;42.08374;
2871000.000000;41.74805;42.44995;
2872000.000000;41.93115;42.37366;
2873000.000000;41.85486;42.41943;
2874000.000000;41.67175;42.22107;
2875000.000000;41.82434;41.96167;
2876000.000000;41.64124;42.25159;
2877000.000000;41.68701;42.26685;
2878000.000000;42.06848;42.29736;
2879000.000000;41.71753;42.14478;
2880000.000000;41.70227;42.23633;
2881000.000000;41.91589;42.03796;
2882000.000000;41.87012;42.02271;
2883000.000000;41.88538;42.49573;
2884000.000000;41.62598;42.20581;
2885000.000000;42.03796;42.26685;
2886000.000000;41.85486;42.25159;
2887000.000000;41.88538;42.12952;
2888000.000000;41.68701;42.48047;
2889000.000000;41.76331;42.34314;
2890000.000000;41.58020;41.99219;
2891000.000000;41.77856;41.97693;
2892000.000000;41.61072;42.28210;
2893000.000000;41.79382;42.09900;
2894000.000000;41.77856;42.32788;
2895000.000000;41.80908;42.02271;
2896000.000000;41.67175;42.20581;
2897000.000000;41.82434;41.85486;
2898000.000000;41.70227;41.91589;
2899000.000000;41.94641;42.20581;
2900000.000000;41.56494;41.99219;
2901000.000000;41.59546;42.06848;
2902000.000000;42.09900;42.29736;
2903000.000000;42.06848;42.25159;
2904000.000000;41.64124;42.16003;
2905000.000000;41.94641;42.20581;
2906000.000000;41.80908;42.23633;
2907000.000000;41.88538;42.23633;
2908000.000000;41.64124;41.85486;
2909000.000000;41.96167;42.09900;
2910000.000000;41.62598;42.09900;
2911000.000000;41.76331;42.22107;
2912000.000000;41.71753;42.38892;
2913000.000000;41.48865;42.11426;
2914000.000000;41.76331;42.19055;
2915000.000000;41.76331;42.19055;
2916000.000000;41.70227;42.32788;
2917000.000000;41.83960;42.06848;
2918000.000000;41.58020;41.99219;
2919000.000000;41.65649;41.93115;
2920000.000000;41.79382;42.17529;
2921000.000000;41.76331;42.00745;
2922000.000000;41.88538;42.09900;
2923000.000000;41.61072;41.88538;
2924000.000000;41.42761;42.03796;
2925000.000000;41.80908;42.11426;
2926000.000000;41.53442;41.97693;
2927000.000000;41.58020;41.85486;
2928000.000000;41.73279;42.17529;
2929000.000000;41.67175;41.99219;
2930000.000000;41.51917;41.91589;
2931000.000000;41.70227;42.12952;
2932000.000000;41.88538;41.99219;
2933000.000000;41.65649;42.22107;
2934000.000000;41.64124;41.97693;
2935000.000000;41.53442;42.29736;
2936000.000000;41.48865;42.12952;
2937000.000000;41.73279;42.23633;
2938000.000000;41.70227;41.97693;
2939000.000000;41.87012;42.20581;
2940000.000000;41.41235;41.97693;
2941000.000000;41.65649;42.02271;
2942000.000000;41.38184;42.14478;
2943000.000000;41.62598;41.74805;
2944000.000000;41.54968;42.00745;
2945000.000000;41.56494;41.87012;
2946000.000000;41.80908;42.03796;
2947000.000000;41.47339;42.05322;
2948000.000000;41.59546;41.85486;
2949000.000000;41.54968;42.16003;
2950000.000000;41.62598;42.09900;
2951000.000000;41.65649;42.29736;
2952000.000000;41.45813;42.05322;
2953000.000000;41.70227;42.17529;
2954000.000000;41.74805;42.08374;
2955000.000000;41.48865;42.06848;
2956000.000000;41.54968;42.22107;
2957000.000000;41.62598;41.99219;
2958000.000000;41.45813;42.09900;
2959000.000000;41.47339;42.03796;
2960000.000000;41.25977;42.00745;
2961000.000000;41.29028;42.09900;
2962000.000000;41.35132;42.06848;
2963000.000000;41.47339;41.99219;
2964000.000000;41.42761;41.90063;
2965000.000000;41.39709;41.91589;
2966000.000000;41.61072;42.03796;
2967000.000000;41.56494;42.14478;
2968000.000000;41.58020;42.19055;
2969000.000000;41.54968;42.12952;
2970000.000000;41.30554;41.91589;
2971000.000000;41.27502;41.99219;
2972000.000000;41.50391;41.77856;
2973000.000000;41.24451;42.17529;
2974000.000000;41.51917;42.00745;
2975000.000000;41.51917;41.91589;
2976000.000000;41.44287;41.96167;
2977000.000000;41.38184;41.90063;
2978000.000000;41.68701;42.02271;
2979000.000000;41.35132;42.02271;
2980000.000000;41.65649;42.08374;
2981000.000000;41.35132;42.05322;
2982000.000000;41.51917;41.88538;
2983000.000000;41.54968;42.08374;
2984000.000000;41.51917;42.09900;
2985000.000000;41.41235;41.96167;
2986000.000000;41.54968;41.85486;
2987000.000000;41.24451;42.00745;
2988000.000000;41.25977;41.88538;
2989000.000000;41.61072;42.17529;
2990000.000000;41.47339;41.99219;
2991000.000000;41.32080;41.91589;
2992000.000000;41.61072;42.17529;
2993000.000000;41.59546;41.83960;
2994000.000000;41.53442;42.00745;
2995000.000000;41.73279;42.12952;
2996000.000000;41.25977;41.97693;
2997000.000000;41.29028;41.99219;
2998000.000000;41.39709;41.91589;
2999000.000000;41.61072;41.83960;
3000000.000000;41.18347;41.93115;
3001000.000000;41.58020;42.05322;
3002000.000000;41.09192;41.77856;
3003000.000000;41.33606;42.03796;
3004000.000000;41.47339;41.83960;
3005000.000000;41.12244;41.87012;
3006000.000000;41.16821;41.88538;
3007000.000000;41.44287;41.74805;
3008000.000000;41.33606;41.82434;
3009000.000000;41.16821;42.08374;
3010000.000000;41.19873;41.99219;
3011000.000000;41.48865;41.96167;
3012000.000000;41.24451;41.88538;
3013000.000000;41.19873;41.91589;
3014000.000000;41.27502;41.56494;
3015000.000000;41.04614;41.76331;
3016000.000000;41.38184;42.11426;
3017000.000000;41.10718;41.85486;
3018000.000000;41.36658;41.94641;
3019000.000000;41.50391;41.93115;
3020000.000000;41.53442;41.96167;
3021000.000000;41.45813;42.05322;
3022000.000000;41.48865;42.03796;
3023000.000000;41.54968;41.90063;
3024000.000000;41.45813;41.96167;
3025000.000000;41.01563;41.87012;
3026000.000000;41.22925;42.17529;
3027000.000000;41.33606;41.88538;
3028000.000000;41.39709;41.96167;
3029000.000000;40.90881;41.70227;
3030000.000000;41.50391;41.90063;
3031000.000000;41.07666;41.88538;
3032000.000000;41.41235;42.02271;
3033000.000000;41.24451;41.74805;
3034000.000000;41.36658;41.80908;
3035000.000000;40.86304;41.70227;
3036000.000000;41.06140;41.94641;
3037000.000000;40.90881;41.71753;
3038000.000000;41.27502;41.80908;
3039000.000000;41.18347;41.59546;
3040000.000000;41.44287;41.93115;
3041000.000000;41.24451;42.03796;
3042000.000000;41.18347;41.68701;
3043000.000000;41.15295;42.11426;
3044000.000000;41.44287;41.90063;
3045000.000000;41.16821;41.77856;
3046000.000000;41.10718;41.80908;
3047000.000000;41.35132;41.85486;
3048000.000000;41.01563;41.61072;
3049000.000000;41.29028;41.76331;
3050000.000000;40.95459;41.58020;
3051000.000000;41.19873;41.64124;
3052000.000000;40.98511;41.70227;
3053000.000000;41.03088;41.70227;
3054000.000000;41.10718;41.77856;
3055000.000000;40.95459;41.73279;
3056000.000000;41.19873;41.76331;
3057000.000000;41.16821;41.96167;
3058000.000000;41.30554;41.85486;
3059000.000000;41.07666;41.59546;
3060000.000000;41.16821;41.87012;
3061000.000000;40.98511;41.67175;
3062000.000000;41.03088;41.80908;
3063000.000000;41.10718;42.02271;
3064000.000000;41.25977;42.05322;
3065000.000000;41.10718;41.90063;
3066000.000000;41.06140;41.85486;
3067000.000000;40.95459;41.65649;
3068000.000000;41.21399;41.85486;
3069000.000000;41.36658;41.70227;
3070000.000000;41.32080;41.83960;
3071000.000000;41.24451;41.71753;
3072000.000000;41.13770;41.56494;
3073000.000000;41.16821;41.71753;
3074000.000000;41.16821;41.87012;
3075000.000000;41.09192;41.83960;
3076000.000000;40.98511;41.93115;
3077000.000000;40.96985;41.64124;
3078000.000000;41.21399;41.67175;
3079000.000000;40.86304;41.74805;
3080000.000000;41.33606;41.70227;
3081000.000000;40.81726;41.56494;
3082000.000000;41.06140;41.96167;
3083000.000000;41.27502;41.85486;
3084000.000000;41.09192;41.58020;
3085000.000000;41.03088;41.74805;
3086000.000000;40.81726;41.58020;
3087000.000000;40.87830;41.65649;
3088000.000000;41.21399;41.76331;
3089000.000000;41.01563;41.50391;
3090000.000000;41.22925;41.76331;
3091000.000000;41.06140;41.91589;
3092000.000000;41.01563;41.48865;
3093000.000000;40.83252;41.58020;
3094000.000000;41.03088;41.96167;
3095000.000000;41.21399;41.87012;
3096000.000000;41.03088;41.53442;
3097000.000000;41.03088;41.47339;
3098000.000000;41.16821;41.71753;
3099000.000000;41.00037;41.64124;
3100000.000000;40.92407;41.70227;
3101000.000000;40.83252;41.73279;
3102000.000000;40.86304;41.67175;
3103000.000000;40.95459;41.87012;
3104000.000000;40.72571;41.64124;
3105000.000000;41.12244;41.80908;
3106000.000000;40.95459;41.44287;
3107000.000000;41.18347;41.71753;
3108000.000000;41.00037;42.00745;
3109000.000000;41.00037;41.64124;
3110000.000000;41.24451;41.71753;
3111000.000000;40.78674;41.62598;
3112000.000000;41.25977;41.85486;
3113000.000000;40.90881;41.61072;
3114000.000000;41.06140;41.83960;
3115000.000000;41.01563;41.70227;
3116000.000000;41.01563;41.67175;
3117000.000000;40.92407;41.39709;
3118000.000000;40.75623;41.50391;
3119000.000000;40.71045;41.61072;
3120000.000000;40.96985;41.53442;
3121000.000000;40.72571;41.67175;
3122000.000000;41.10718;41.79382;
3123000.000000;41.04614;41.48865;
3124000.000000;40.69519;41.53442;
3125000.000000;41.10718;41.94641;
3126000.000000;40.87830;41.64124;
3127000.000000;40.87830;41.71753;
3128000.000000;41.25977;41.73279;
3129000.000000;41.22925;41.74805;
3130000.000000;41.12244;41.68701;
3131000.000000;41.16821;41.70227;
3132000.000000;40.98511;41.80908;
3133000.000000;40.95459;41.76331;
3134000.000000;40.77148;41.70227;
3135000.000000;41.01563;41.62598;
3136000.000000;40.98511;41.39709;
3137000.000000;40.86304;41.64124;
3138000.000000;41.03088;41.70227;
3139000.000000;41.18347;41.80908;
3140000.000000;40.75623;41.56494;
3141000.000000;41.18347;41.79382;
3142000.000000;40.72571;41.53442;
3143000.000000;41.13770;41.85486;
3144000.000000;40.71045;41.59546;
3145000.000000;40.93933;41.73279;
3146000.000000;41.06140;41.68701;
3147000.000000;41.01563;41.91589;
3148000.000000;41.19873;41.77856;
3149000.000000;40.87830;41.65649;
3150000.000000;41.16821;41.76331;
3151000.000000;40.66467;41.65649;
3152000.000000;40.98511;41.44287;
3153000.000000;41.04614;41.88538;
3154000.000000;40.95459;41.50391;
3155000.000000;40.64941;41.70227;
3156000.000000;40.72571;41.54968;
3157000.000000;41.03088;41.54968;
3158000.000000;40.89355;41.87012;
3159000.000000;40.84778;41.39709;
3160000.000000;40.95459;41.83960;
3161000.000000;41.07666;41.67175;
3162000.000000;40.81726;41.62598;
3163000.000000;40.55786;41.54968;
3164000.000000;41.00037;41.48865;
3165000.000000;40.89355;41.87012;
3166000.000000;40.87830;41.44287;
3167000.000000;40.77148;41.65649;
3168000.000000;41.00037;41.68701;
3169000.000000;40.98511;41.64124;
3170000.000000;40.74097;41.65649;
3171000.000000;40.80200;41.53442;
3172000.000000;40.78674;41.61072;
3173000.000000;40.55786;41.53442;
3174000.000000;40.80200;41.29028;
3175000.000000;40.84778;41.93115;
3176000.000000;40.78674;41.39709;
3177000.000000;40.67993;41.53442;
3178000.000000;40.72571;41.45813;
3179000.000000;40.90881;41.71753;
3180000.000000;40.61890;41.48865;
3181000.000000;40.71045;41.44287;
3182000.000000;40.93933;41.53442;
3183000.000000;40.67993;41.61072;
3184000.000000;40.93933;41.59546;
3185000.000000;40.86304;41.73279;
3186000.000000;40.93933;41.74805;
3187000.000000;40.93933;41.65649;
3188000.000000;40.71045;41.68701;
3189000.000000;40.58838;41.54968;
3190000.000000;40.86304;41.47339;
3191000.000000;40.83252;41.61072;
3192000.000000;40.63416;41.54968;
